Waterbody,State,County,Site Number,Site ID,Site Description,Site Latitude,Site Longitude,HWM Label,HWM ID,HWM Location Description,HWM Type,HWM Quality,Height Above Ground (ft),HWM Latitude,HWM Longitude,Surveyed HWM Elevation (ft)
Williams River,VT,Windsor County,VTWIN33579,33579,"On Green Mountain Turnpike, downstream of the bridge on Flamstead Road, Chester VT",43.27130127,-72.58760071,VT-027-CH-525,45220,"Edge of pavement DSL, directly across from stop sign",Other ,Poor: +/- 0.40 ft,0,43.27129676,-72.58762634,588.02
Williams River,VT,Windsor County,VTWIN33926,33926,"Upstream Flamstead Rd, Williams River, Chester VT",43.27161387,-72.58825343,VT-027-CH-526,45820,Fir tree USR near large electrical box (green),Debris,Fair: +/- 0.20 ft,3,43.27161387,-72.58825343,590.43
Williams River,VT,Windsor County,VTWIN33580,33580,"Upstream of bridge on Church Street, next to house, Chester VT",43.27619934,-72.59960175,VT-027-CH-527,45218,"Tree (12 inch diameter) USL. 28 ft from CHCL, 130 ft US of US face",Other ,Fair: +/- 0.20 ft,7,43.27614302,-72.59968957,603.29
Williams River,VT,Windsor County,VTWIN33581,33581,"Downstream of bridge on Church Street, next to railroad, Chester VT",43.27539825,-72.59919739,VT-027-CH-528,45217,"Tree (7 inch diameter) DSR. 49 ft frm CHCL, 93 ft DS of DS face",Other ,Poor: +/- 0.40 ft,4,43.27549382,-72.59923237,601.07
Williams River,VT,Windsor County,VTWIN33927,33927,"Downstream VT Rt 103, Williams River, Chester VT",43.27198956,-72.58878549,VT-027-CH-529,45823,Oak tree (10' diameter) DSR. Across from red house (old mill),Debris,Poor: +/- 0.40 ft,2.2,43.27198956,-72.58878549,588.91
Williams River,VT,Windsor County,VTWIN33582,33582,"At the corner of Depot Street and 1st Ave, Chester VT",43.27159882,-72.58940125,VT-027-CH-530,45225,"Split tree (20 inch diameter before split) USR. 328 ft from CHCL, 51 ft US of US face",Vegetation line,Good: +/- 0.10 ft,2,43.2715814,-72.58942197,591.4
Williams River,VT,Windsor County,VTWIN33583,33583,"At the corner of North Street/Depot Street and Green Mountain Turnpike, upstream of the bridge on Depot Street, Chester VT",43.27259827,-72.58940125,VT-027-CH-531,45226,Small pine tree (2 inch diameter) USL. Near guard rail and wire fence.,Vegetation line,Poor: +/- 0.40 ft,2,43.27261933,-72.58932737,592.91
Winooski River,VT,Chittenden County,VTCHI30522,30522,"Winooski River, upstream of Colchester Ave (Route 2) bridge, Burlington, VT",44.488685,-73.185343,VT-007-BT-685,45460,"Small sharpie mark on door to Gadue's Dry Cleanin. 500 ft US of Main St bridge, Colchester Ave, Rt 2",Mud,Good: +/- 0.10 ft,0.58,44.48866627,-73.18528542,146.26
Winooski River,VT,Chittenden County,VTCHI33732,33732,"At the Heineburg Bridge Fishing Access parking lot, Colchester VT",44.52560043,-73.25630188,VT-007-BT-688,45468,Nail (facing landward) with ribbon on tree ~30 ft landward from RS DS bank,Other ,Fair: +/- 0.20 ft,3.6,44.52530953,-73.25628133,105.52
Winooski River,VT,Chittenden County,VTCHI33732,33732,"At the Heineburg Bridge Fishing Access parking lot, Colchester VT",44.52560043,-73.25630188,VT-007-BT-689,45473,Nail (facing downstream) with ribbon on tree. Located in lefthand forest walking towards river ~50 ft landward from DS RS bank,Other ,Good: +/- 0.10 ft,4.5,44.52534265,-73.25620608,105.45
Winooski River,VT,Chittenden County,VTCHI33733,33733,"Next to Green Mountain Power Impoundment, Essex Junction VT",44.48389816,-73.11299896,VT-007-EJ-684,45465,"Nail, white marker, and orange tape 2000 ft US on RB down path, downstream from pulloff",Seed line,Good: +/- 0.10 ft,2.5,44.48389489,-73.11290175,280.46
Winooski River,VT,Chittenden County,VTCHI30547,30547,"Winooski River, upstream of I-89 bridge off Johnnie Brook Road, Richmond, VT",44.421447,-73.016204,VT-007-RI-903,45508,Nail with ribbon on tree ~2000 ft US of I-89 bridge. Landward side of 2 ft diameter tree. ~40 ft DS from mailbox 182,Seed line,Good: +/- 0.10 ft,3.95,44.4211733,-73.0159649,303.38
Winooski River,VT,Chittenden County,VTCHI30548,30548,"Winooski River, downstream of Route 2 and I-89 bridges, Richmond, VT",44.423762,-73.016185,VT-007-RI-904,45512,"Nail with ribbon on DS side of tree (1.5 ft diameter). ~10 ft landward from waters edge, ~150 ft DS of Rt. 2 bridge",Seed line,Poor: +/- 0.40 ft,6,44.42380462,-73.01625333,301.43
Winooski River,VT,Chittenden County,VTCHI33746,33746,"By baseball fields next to Richmond Water Department, Richmond VT",44.40330124,-72.99859619,VT-007-RI-905,45514,Red sharpie line on window frame of snack shack facing river,Seed line,Excellent: +/- 0.05 ft,2.64,44.40323371,-72.99874392,309.04
Winooski River,VT,Chittenden County,VTCHI33747,33747,"Next to Richmond Police Department, across from Volunteers Green, Richmond VT",44.40190125,-72.9957962,VT-007-RI-906,45511,Sharpie line facing river on corner fence pole near green shrubs on corner of house (#257),Mud,Very Poor: > 0.40 ft,2,44.40197972,-72.99570141,309.58
Winooski River,VT,Chittenden County,VTCHI33748,33748,"Next to the Old Round Church, Richmond VT",44.3993988,-72.9980011,VT-007-RI-907,45510,Sharpie line on right side of door landward facing. Located on backside of barn RS of door opening,Seed line,Good: +/- 0.10 ft,3.15,44.39954343,-72.99802641,309.52
Winooski River,VT,Chittenden County,VTCHI30530,30530,"Winooski River, downstream of Cochran Road bridge, Richmond, VT",44.382803,-72.938834,VT-007-RI-908,45509,"Nail with ribbon on 1.5 ft diameter tree, landward facing. Tree is on fringe of meadow, 20 ft off of walking path",Seed line,Unknown/Historical,3.41,44.38277556,-72.93934145,319.79
Winooski River,VT,Chittenden County,VTCHI33749,33749,"Downstream of Cochran Road bridge, Richmond VT",44.38249969,-72.9375,VT-007-RI-909,45506,"Nail with ribbbon on 1.5 ft diameter tree facing road. Tree located on flat ground just off embankment, ~parallel to RR crossing sign",Seed line,Good: +/- 0.10 ft,7.1,44.38241532,-72.93770391,321.15
Winooski River,VT,Chittenden County,VTCHI30526,30526,"Winooski River, upstream of Lime Kiln Road bridge, Colchester, VT",44.490584,-73.161165,VT-007-SB-690,45466,"Nail, white marker, and pink flagging down path downstream from sewage plant. Down steep slope in woods.",Seed line,Fair: +/- 0.20 ft,2.3,44.49060809,-73.16109399,211.02
Winooski River,VT,Chittenden County,VTCHI33744,33744,"In a field next to River Road, Essex VT",44.47309875,-73.03839874,VT-007-WI-902,45513,"Nail with ribbon on landward side of tree (2.5 ft diameter). ~500 ft US of bridge, ~700 ft landward from waters edge",Seed line,Poor: +/- 0.40 ft,7,44.4740966,-73.03843781,291.84
Winooski River,VT,Chittenden County,VTCHI33734,33734,"Upstream of Winooski Fall Park, Winooski VT",44.48949814,-73.18689728,VT-007-WN-686,45467,Wooden stake with sharpie line at HWM. Right at upper terminus of woody debris on RB. Bank is full of red fist sized stones. ~10 ft towards river over green fence,Debris,Very Poor: > 0.40 ft,0.42,44.48951068,-73.18718257,144.67
Winooski River,VT,Chittenden County,VTCHI33735,33735,"At the Sewage Treatment Plant, Winooski VT",44.49000168,-73.19750214,VT-007-WN-687,45469,"Sharpie mark on streamward side of brown light pole. Pole is the most US pole, near SE fence corner. ~100 ft from river",Stain line,Excellent: +/- 0.05 ft,2.23,44.4899028,-73.1974109,113.37
Winooski River,VT,Washington County,VTWAS33584,33584,"Parking lot of ANR Annex on Junction Road, Berlin VT",44.25719833,-72.60449982,VT-023-BE-733,45228,Sharpie mark above concrete door jam,Mud,Excellent: +/- 0.05 ft,2.08,44.25726618,-72.60452328,518.78
Winooski River,VT,Washington County,VTWAS33712,33712,"At the intersection of US Rte 2 and a dirt road, East Montpelier VT",44.25590134,-72.50189972,VT-023-EM-666,45420,"Nail, white marker, and orange flagging facing river. 300 ft DS parallel to hidden drive sign on opposite side of road",Seed line,Fair: +/- 0.20 ft,2.8,44.2556931,-72.50206107,660.18
Winooski River,VT,Washington County,VTWAS33702,33702,"In front of house on Codling Road, East Montpelier VT",44.25690079,-72.50250244,VT-023-EM-668,45396,"Nail, white marker, and orange flagging 100 ft DS of bridge, 30 ft DS of telephone pole #645",Seed line,Excellent: +/- 0.05 ft,5.03,44.25653357,-72.50278971,661.59
Winooski River,VT,Washington County,VTWAS33703,33703,"Upstream of VT-14 bridge, East Montpelier VT",44.26779938,-72.48809814,VT-023-EM-669,45400,"Nail, white marker, and orange flagging 100 ft US of bridge",Seed line,Poor: +/- 0.40 ft,2.23,44.26779361,-72.4879627,666.2
Winooski River,VT,Washington County,VTWAS33704,33704,"Upstream of VT-14 bridge, Montpelier VT",44.2682991,-72.48860168,VT-023-EM-670,45405,"Stake, orange flagging, and sharpie mark 70 ft US in tall grass",Debris,Very Poor: > 0.40 ft,0,44.26829675,-72.48849356,666.91
Winooski River,VT,Washington County,VTWAS33898,33898,"Downstream of VT Rt 14, Winooski River, East Montpelier VT",44.267715,-72.48861106,VT-023-EM-672,45772,"Paint line on lower steel I-beam on DS, LEW side of Rt 14 bridge",Mud,Excellent: +/- 0.05 ft,,44.267715,-72.48861106,668.12
Winooski River,VT,Washington County,VTWAS33898,33898,"Downstream of VT Rt 14, Winooski River, East Montpelier VT",44.267715,-72.48861106,VT-023-EM-673,45769,Small sharpie line on second SW post facing river,Mud,Excellent: +/- 0.05 ft,1.4,44.26743194,-72.48882395,667.44
Winooski River,VT,Washington County,VTWAS33705,33705,"Downstream of U.S. Rte 2 bridge, East Montpelier VT",44.26860046,-72.46389771,VT-023-EM-674,45411,"Sharpie line on electrical post 100 ft DS, 100 ft BW from bridge (LEW). On edge of field with playground",Mud,Fair: +/- 0.20 ft,0.78,44.26860033,-72.46376185,678.25
Winooski River,VT,Washington County,VTWAS33706,33706,"Next to building upstream of US Rte 2 bridge, East Montpelier VT",44.26940155,-72.46299744,VT-023-EM-675,45408,Sharpie mark on streamward porch post in abandoned house,Mud,Excellent: +/- 0.05 ft,3.5,44.26932351,-72.46307673,678.97
Winooski River,VT,Washington County,VTWAS33707,33707,"Downstream of US Rte 2 bridge, between building and river, East Montpelier VT",44.26890182,-72.46530151,VT-023-EM-676,45407,"Nail, white tag, and orange flagging on apple tree on bank. 150 ft BW, 50 ft DS of Rt 2 bridge",Mud,Fair: +/- 0.20 ft,2.2,44.26883109,-72.46528269,678.03
Winooski River,VT,Washington County,VTWAS33529,33529,"On a railroad behind Montpelier Agway Garden Center, Montpelier VT",44.24359894,-72.54779816,VT-023-EM-700,45121,"White USGS HMW disc on 12-14 inch diameter maple tree. 15-20 ft west of RR, 40 ft from fence of garden center",Mud,Good: +/- 0.10 ft,6.25,44.24355403,-72.54781825,545.77
Winooski River,VT,Washington County,VTWAS33531,33531,"Next to Hartigan Wastewater Services and US Rte. 2, Montpelier VT",44.24760056,-72.54910278,VT-023-EM-702,45122,White USGS HWM disc and orange flagging 40 ft from split rail fence,Mud,Fair: +/- 0.20 ft,4.75,44.24762614,-72.54903552,539.91
Winooski River,VT,Washington County,VTWAS33532,33532,"Downstream of covered railroad bridge and US Rte. 2, Montpelier VT",44.24560165,-72.54940033,VT-023-EM-703,45134,White USGS HWM disc between orange flagging on 8 inch diameter hardwood,Seed line,Fair: +/- 0.20 ft,4.59,44.24557076,-72.54933219,543.04
Winooski River,VT,Washington County,VTWAS33708,33708,"At the intersection of Gilman Street and School Street, Marshfield VT",44.34970093,-72.35350037,VT-023-MF-679,45409,Wooden stake in woods ~100 ft US,Wash line,Poor: +/- 0.40 ft,0,44.34978042,-72.35333558,805.61
Winooski River,VT,Washington County,VTWAS33708,33708,"At the intersection of Gilman Street and School Street, Marshfield VT",44.34970093,-72.35350037,VT-023-MF-680,45412,Stake in bank with orange flagging in woods,Wash line,Very Poor: > 0.40 ft,0,44.34980242,-72.35322031,805.53
Winooski River,VT,Washington County,VTWAS33710,33710,"Across the street from the Marshfield Fire Department, in front of the Wooster Cemetary, Marshfield VT",44.35189819,-72.34649658,VT-023-MF-682,45410,Wooden stake with orange tape in brush next to fire filling station in cemetary,Wash line,Very Poor: > 0.40 ft,0,44.35193207,-72.34680682,845.33
Winooski River,VT,Washington County,VTWAS33897,33897,"Downstream RT 2, Winooski River, Marshfield VT",44.3515776,-72.34707076,VT-023-MF-683,45766,Stake with orange tape 80 ft DS of bridge down the bank in trees,Wash line,Very Poor: > 0.40 ft,,44.3515776,-72.34707076,841.67
Winooski River,VT,Washington County,VTWAS33635,33635,"Upstream of VT-100B bridge, Middlesex VT",44.29150009,-72.67910004,VT-023-MH-342,45301,Green HWM disc in a maple tree near VT state survey benchmark. ~150 ft DS of bridge,Debris,Poor: +/- 0.40 ft,0,44.29142688,-72.67906951,502.08
Winooski River,VT,Washington County,VTWAS33634,33634,"Upstream of VT-100B bridge, Middlesex VT",44.29119873,-72.67790222,VT-023-MH-343,45305,Nail with HWM disc (green) in large birch tree along right bank treeline,Seed line,Poor: +/- 0.40 ft,0,44.2912876,-72.67788468,503.3
Winooski River,VT,Washington County,VTWAS33639,33639,"Across from the intersection of Henning Road and VT-100B, Moretown VT",44.29109955,-72.68049622,VT-023-MH-344,45303,HWM disc set in double tree near storm drain outflow,Vegetation line,Poor: +/- 0.40 ft,0,44.29105308,-72.6803947,501.28
Winooski River,VT,Washington County,VTWAS33638,33638,"Downstream of 3 Mile Bridge Road bridge, Middlesex VT",44.26539993,-72.62750244,VT-023-MM-338,45296,Nail near top of stairs/ramp at 184 Three Mile Rd,Mud,Good: +/- 0.10 ft,0,44.26542836,-72.62744072,514.06
Winooski River,VT,Washington County,VTWAS30732,30732,"Winooski River, upstream of 3 Mile Bridge Road bridge, Middlesex, VT",44.265693,-72.628426,VT-023-MM-339,45298,Nail in pine tree in line with telephone pole 59839,Debris,Poor: +/- 0.40 ft,0,44.26593563,-72.62835351,513.59
Winooski River,VT,Washington County,VTWAS33636,33636,"Upstream of 3 Mile Bridge Road, Berlin VT",44.26599884,-72.62979889,VT-023-MM-340,45304,"Green HWM disc on tree. Turn right into woods before a hand painted ""keep out"" sign",Debris,Poor: +/- 0.40 ft,0,44.26600618,-72.62973642,513.63
Winooski River,VT,Washington County,VTWAS33637,33637,"Downstream of VT-100B bridge near River Road, Montpelier VT",44.29059982,-72.67870331,VT-023-MM-341,45300,Green HWM disc in pine tree. ~400 ft US of bridge,Seed line,Poor: +/- 0.40 ft,0,44.29058738,-72.67866994,501.31
Winooski River,VT,Washington County,VTWAS33711,33711,"Downstream of US Rte 2 bridge, Montpelier VT",44.24200058,-72.54360199,VT-023-MP-663,45418,Line on wooden stake with orange tape on road embankment by the end of wing wall,Debris,Poor: +/- 0.40 ft,0,44.24204464,-72.54359354,547.18
Winooski River,VT,Washington County,VTWAS33899,33899,"Upstream US Rt 2, Winooski River, Montpelier VT",44.2424836,-72.54334518,VT-023-MP-664,45768,Painted yellow line on US streamward side of dealership by first garage door,Mud,Excellent: +/- 0.05 ft,1.3,44.2424836,-72.54334518,549.07
Winooski River,VT,Washington County,VTWAS33711,33711,"Downstream of US Rte 2 bridge, Montpelier VT",44.24200058,-72.54360199,VT-023-MP-665,45424,"Nail, white marker, and orange tape facing river. 100 ft DS from bridge, 30 ft LW in 6 inch diameter tree",Seed line,Fair: +/- 0.20 ft,1.72,44.24156468,-72.54323175,544.45
Winooski River,VT,Washington County,VTWAS33533,33533,"Upstream of Old Reading Spot, Montpelier VT",44.25109863,-72.55609894,VT-023-MP-704,45129,White USGS HWM disc on sapling on riverward side of Old Country Club Rd,Mud,Fair: +/- 0.20 ft,2.3,44.251077,-72.55610609,537.1
Winooski River,VT,Washington County,VTWAS33534,33534,"Downstream of Old Reading Spot, Montpelier VT",44.25109863,-72.55760193,VT-023-MP-705,45127,White USGS HWM disc on small hardwood between 2 larger groups of hardwoods on riverward side of road,Debris,Fair: +/- 0.20 ft,6,44.2510597,-72.5575772,535.84
Winooski River,VT,Washington County,VTWAS33552,33552,"On Old Country Club Road upstream of Pioneer Street, Montpelier VT",44.25109863,-72.55860138,VT-023-MP-706,45153,White USGS HWM disc under orange flagging 5 ft DS of culvert in bank,Debris,Poor: +/- 0.40 ft,5.25,44.25102708,-72.55860262,535.61
Winooski River,VT,Washington County,VTWAS33535,33535,"Next to the Vermont Bankruptcy Office, downstream of Pioneer Street Bridge, Montpelier VT",44.25090027,-72.56040192,VT-023-MP-707,45126,Stake with flagging on lawn next to law office,Debris,Good: +/- 0.10 ft,0,44.25083894,-72.56043799,537.42
Winooski River,VT,Washington County,VTWAS33536,33536,"Sits along Blanchard Brook off of Barre Street, Montpelier VT",44.25059891,-72.56310272,VT-023-MP-708,45131,White USGS HWM disc and orange flagging on lower branches away from house,Debris,Fair: +/- 0.20 ft,0,44.25063952,-72.56314941,533.87
Winooski River,VT,Washington County,VTWAS33537,33537,"Next to parking lot on Gin Lane, downstream of railroad bridge, Montpelier VT",44.25,-72.56479645,VT-023-MP-709,45133,Orange spray painted culvert with pink flagging in surrounding brush,Debris,Poor: +/- 0.40 ft,1.9,44.24999768,-72.56482474,529.08
Winooski River,VT,Washington County,VTWAS33538,33538,"Upstream of bridge on Granite Street, Montpelier VT",44.25139999,-72.56970215,VT-023-MP-710,45132,Nail in asphalt with orange flagging. 20 ft from utility pole 791907,Debris,Good: +/- 0.10 ft,0,44.25141462,-72.56973515,530.14
Winooski River,VT,Washington County,VTWAS33539,33539,"In the parking lot of Vermont State University on Stone Cutters Way, Montpelier VT",44.25379944,-72.57260132,VT-023-MP-711,45130,"White USGS HWM disc with pink flagging on tree. At the edge of VT State College parking lot, 7 ft US from lamp post closest to building",Mud,Fair: +/- 0.20 ft,1.37,44.2538497,-72.57262375,529.04
Winooski River,VT,Washington County,VTWAS33540,33540,"Next to the Montpelier Railroad Station, Montpelier VT",44.25730133,-72.57640076,VT-023-MP-712,45125,White USGS HWM disc on the US side of Sarduccis. 10 ft from building right along fence,Debris,Good: +/- 0.10 ft,0,44.25736317,-72.57625521,528.34
Winooski River,VT,Washington County,VTWAS33541,33541,"At the corner of where the North Branch Winooski Rover and the Winooski River meet, Montpelier VT",44.25889969,-72.57800293,VT-023-MP-713,45128,White USGS HWM disc and pink flagging on branches. Pink paint on parking lot guardrail. 30 ft DS from back door of Shaws,Debris,Poor: +/- 0.40 ft,4.64,44.25893533,-72.57803567,525.97
Winooski River,VT,Washington County,VTWAS30735,30735,"Winooski River, upstream of Taylor Street bridge, Montpelier, VT",44.25943,-72.578512,VT-023-MP-720,45147,White USGS HWM disc on birch tree 10 ft streamward from granite bench at base of parking lot stairs,Seed line,Fair: +/- 0.20 ft,5.02,44.25957239,-72.57888063,526.25
Winooski River,VT,Washington County,VTWAS33546,33546,"Downstream of Taylor Street bridge, upstream of covered footbridge, Montpelier VT",44.26029968,-72.58049774,VT-023-MP-721,45136,White USGS HWM disc and pink flagging on low branches and trunk of maple tree in parking lot,Mud,Good: +/- 0.10 ft,2.19,44.26032316,-72.58045756,525.77
Winooski River,VT,Washington County,VTWAS33585,33585,"Parking lot of Vermont Secretary of State building, upstream of railroad bridge, Montpelier VT",44.26200104,-72.58159637,VT-023-MP-722,45230,Mag nail with pink flagging and paint. Sharpie on curb.,Debris,Good: +/- 0.10 ft,0,44.26197506,-72.58151987,524.5
Winooski River,VT,Washington County,VTWAS30735,30735,"Winooski River, upstream of Taylor Street bridge, Montpelier, VT",44.25943,-72.578512,VT-023-MP-723,45233,White USGS HWM disc with pink flagging on 20 ft telephone pole on NW corner of O'Reilly's parking lot,Debris,Unknown/Historical,1,44.25921505,-72.57922316,526.28
Winooski River,VT,Washington County,VTWAS33633,33633,"In parking lot downstream of railroad bridge, Montpelier VT",44.24940109,-72.56279755,VT-023-MP-724,45299,White HWM disc with pink flagging on pole #69101455 in left parking lot of House of Tang. ~45 ft from building and 120 ft from left bridge ABT,Mud,Good: +/- 0.10 ft,1.72,44.24939219,-72.56278521,532.48
Winooski River,VT,Washington County,VTWAS33586,33586,"Cumberland Farms parking lot on U.S. Rte. 2, Montpelier VT",44.25600052,-72.57610321,VT-023-MP-725,45229,Sharpie with pink flagging 9.68 ft from the left side of Cumberland Farms on path leading to Berlin St. 9.4 ft from curb by sidewalk. ~100 ft from LB of river,Debris,Poor: +/- 0.40 ft,0,44.25601788,-72.57608041,528.61
Winooski River,VT,Washington County,VTWAS33587,33587,"Downstream of covered footbridge, upstream of Taylor Street bridge, Montpelier VT",44.25979996,-72.58110046,VT-023-MP-726,45234,White USGS HWM disc with pink flagging. ~85 ft opposite pole #973. ~150 ft US of footbridge and ~250 ft DS of Taylor St bridge on LB,Seed line,Good: +/- 0.10 ft,0,44.2597737,-72.58106005,525.86
Winooski River,VT,Washington County,VTWAS33588,33588,"Upstream of railroad bridge, in parking lot of VSECU, Montpelier VT",44.26050186,-72.58339691,VT-023-MP-727,45232,"Sharpie on left side of storage shed ~300 ft from Bailey Ave bridge, ~200 ft from bank building",Mud,Unknown/Historical,4.56,44.26052578,-72.58341844,524.37
Winooski River,VT,Washington County,VTWAS33589,33589,"Montpelier High School field, Challenger Memorial Park, Montpelier VT",44.26100159,-72.58630371,VT-023-MP-728,45231,Sharpie line on SE side of Montpelier High School building. Found on foundation ~320 ft from Bailey Ave bridge,Seed line,Excellent: +/- 0.05 ft,3.08,44.26101706,-72.58632725,524.2
Winooski River,VT,Washington County,VTWAS33590,33590,"Upstream of Bailey Ave bridge, in Perry Service Station parking lot, Montpelier VT",44.2621994,-72.58599854,VT-023-MP-729,45227,Seed/oil line on pvc tube above electrical box on DS side of gas station,Seed line,Good: +/- 0.10 ft,6.6,44.26218207,-72.58597148,524.08
Winooski River,VT,Washington County,VTWAS33591,33591,"Front yard of house on Gaylord Drive, Montpelier VT",44.25889969,-72.6065979,VT-023-MP-730,45238,White USGS HWM disc opposite side of telephone pole from road. 10 ft east of Gaylord Dr and 75 ft north of State St,Mud,Good: +/- 0.10 ft,3.76,44.25890461,-72.60661346,518.12
Winooski River,VT,Washington County,VTWAS33592,33592,"Upstream of railroad bridge, across the street from Associated General Contractors on Graves Street, Montpelier VT",44.25899887,-72.61070251,VT-023-MP-731,45239,Green HWM disc with pink flagging. 90 ft from Graves St fire hydrant,Debris,Poor: +/- 0.40 ft,0,44.25904047,-72.61078796,516.72
Winooski River,VT,Washington County,VTWAS30748,30748,"Winooski River, downstream of Railroad Bridge off Junction Road, Berlin, VT",44.258022,-72.611251,VT-023-MP-732,45235,Green HWM disc with pink flagging 5 ft south of road on telephone pole #59682,Mud,Fair: +/- 0.20 ft,4.65,44.25779789,-72.61116655,517.38
Winooski River,VT,Washington County,VTWAS33593,33593,"Next to Dog River Field on Dog River Road, Montpelier VT",44.25389862,-72.60089874,VT-023-MP-734,45242,Green HWM disc in bark of 4 inch diameter hardwood opposite of telephone pole #02352,Mud,Good: +/- 0.10 ft,0,44.25395398,-72.60088788,521.44
Winooski River,VT,Washington County,VTWAS33594,33594,"Next to Vermont Department of Liquor Retail, off of Green Mountain Drive, Montpelier VT",44.25640106,-72.59269714,VT-023-MP-735,45243,Green HWM disc with pink flagging 2 ft from SW corner of warehouse building,Debris,Poor: +/- 0.40 ft,3.09,44.2564109,-72.59265793,521.89
Winooski River,VT,Washington County,VTWAS33595,33595,"In Green Mountain Cemetary along U.S. Route 2, Montpelier VT",44.25680161,-72.59780121,VT-023-MP-736,45241,Green HWM disc 200 ft DS of Green Mtn Cemetary. ~18 ft west of bike lane sign,Mud,Good: +/- 0.10 ft,2.8,44.25683897,-72.5977986,520.98
Winooski River,VT,Washington County,VTWAS33713,33713,"Front yard of house on John Fowler Road, Plainfield VT",44.28450012,-72.41390228,VT-023-PF-677,45416,"Nail, white marker, and orange flagging in 9 inch diameter tree. HWM facing bridge",Seed line,Fair: +/- 0.20 ft,3,44.28436741,-72.4139023,754.56
Winooski River,VT,Washington County,VTWAS33714,33714,"Downstream of John Fowler Road bridge, on US Rte 2, Marshfield VT",44.28419876,-72.41529846,VT-023-PF-678,45417,Sharpie mark on top of white window frame. Roadside DS side of barn,Mud,Excellent: +/- 0.05 ft,0,44.28397355,-72.41519309,754.48
Winooski River,VT,Washington County,VTWAS30521,30521,"Winooski River, downstream of Railroad Bridge off River Road, Duxbury, VT",44.358425,-72.83207,VT-023-WB-910,45507,Nail with ribbon on 4 inch tree facing landward. Located on flat ground right off steep embankment. ~20 ft LB from waters edge,Seed line,Good: +/- 0.10 ft,4.7,44.35861547,-72.832113,349.74
Winooski River,VT,Washington County,VTWAS30514,30514,"Winooski River, Upstream of dam, landward from edge of water, Duxbury, VT",44.357311,-72.816903,VT-023-WB-911,45516,Nail with ribbon on 3.5 ft tree facing landward. Tree is adjacent to road before parking area. ~200 ft landward of waters edge,Seed line,Fair: +/- 0.20 ft,6,44.35708104,-72.81705972,357.63
Winooski River,VT,Washington County,VTWAS33750,33750,"In the woods between River Road and the river, Duxbury VT",44.35689926,-72.8105011,VT-023-WB-912,45522,"Nail with ribbon on 1 ft diameter tree, facing landward. ~1000 ft towards river from RR crossing. On right side of 2x4 tracks going towards river",Seed line,Fair: +/- 0.20 ft,6.5,44.35701912,-72.81036616,412.63
Winooski River,VT,Washington County,VTWAS30761,30761,"Winooski River, upstream of Winooski Street bridge, Waterbury, VT",44.336841,-72.763383,VT-023-WB-913,45533,"Nail with ribbon and white marker facing DS on ~12 inch tree. Tree is sloping landward. Located ~10 ft from 24 inch pine tree, ~20 ft US of Irene HWM",Seed line,Good: +/- 0.10 ft,5.69,44.33676772,-72.7633386,422.72
Winooski River,VT,Washington County,VTWAS30761,30761,"Winooski River, upstream of Winooski Street bridge, Waterbury, VT",44.336841,-72.763383,VT-023-WB-914,45534,"Nail with pink ribbon and white marker on 12 inch tree facing DS. ~35 ft from WB-913, ~40 ft US from Irene HWM",Seed line,Fair: +/- 0.20 ft,4.96,44.33666367,-72.76323095,423.03
Winooski River,VT,Washington County,VTWAS33779,33779,"Upstream of Bridge 31, Waterbury Village Historic District VT",44.33779907,-72.76360321,VT-023-WB-915,45531,Nail with pink ribbon and white marker on 30 inch tree facing US. On RB in fringe of trees adjacent to field (~20 ft),Seed line,Fair: +/- 0.20 ft,6.45,44.3376096,-72.76353926,422.35
Winooski River,VT,Washington County,VTWAS33780,33780,"Parking lot of the Vermont Department of Corrections' Training Center, Waterbury VT",44.33060074,-72.75219727,VT-023-WB-916,45529,Sharpie line on 4th stair step leading up to state police building. HWM on left corner.,Mud,Good: +/- 0.10 ft,0.5,44.33045804,-72.75230334,426.02
Winooski River,VT,Washington County,VTWAS33781,33781,"Next to Middlesex State Highway Garage, Middlesex VT",44.30559921,-72.69529724,VT-023-WB-918,45530,"Nail with pink ribbon and white marker on 4 inch diameter tree facing US. Tree is near bridge embankment, on fringe with field. ~200 ft DS Rt. 2 bridge, ~100 ft landward from waters edge",Seed line,Good: +/- 0.10 ft,5.09,44.30552697,-72.69536511,445.69
Winooski River,VT,Washington County,VTWAS33781,33781,"Next to Middlesex State Highway Garage, Middlesex VT",44.30559921,-72.69529724,VT-023-WB-919,45532,Nail with pink ribbon and white marker facing river/US on 2 ft tree. ~50 ft DS from WB-918,Seed line,Fair: +/- 0.20 ft,4.9,44.30521811,-72.69534198,446.81
Winooski River,VT,Washington County,VTWAS30763,30763,"Winooski River, downstream of South Main Street/Route 2, Duxbury, VT",44.327935,-72.746708,VT-023-WB-920,45567,"Nail with pink ribbon and white marker facing landward on 6 inch tree. ~50 ft DS of Rt 100 bridge, 70 ft landward from waters edge",Seed line,Poor: +/- 0.40 ft,2.75,44.32773445,-72.74641681,426.63
Winooski River,VT,Washington County,VTWAS30763,30763,"Winooski River, downstream of South Main Street/Route 2, Duxbury, VT",44.327935,-72.746708,VT-023-WB-921,45568,"Nail with pink ribbon and white marker facing landward on 2.5 ft diameter tree. ~60 ft DS of Rt 100 bridge, 100 ft landward from waters edge",Seed line,Poor: +/- 0.40 ft,3.6,44.32755144,-72.74650334,425.78
