Waterbody,State,County,Site Number,Site ID,Site Description,Site Latitude,Site Longitude,HWM Label,HWM ID,HWM Location Description,HWM Type,HWM Quality,Height Above Ground (ft),HWM Latitude,HWM Longitude,Surveyed HWM Elevation (ft)
Lamoille River,VT,Franklin County,VTFRA33612,33612,"Near the intersection of Broad Street Road and Goose Pond Road, Fairfax VT",44.64720154,-72.93499756,VT-011-FA-245,45256,Green HWM disc on mud line on basswood tree (1 ft diameter),Mud,Unknown/Historical,6.75,44.64738121,-72.9353274,442.96
Lamoille River,VT,Franklin County,VTFRA33657,33657,"Upstream of the Main Street bridge, Fairfax VT",44.6631012,-73.00810242,VT-011-FF-658,45336,Nail with white marker and orange flagging in large maple (3 ft diameter). HWM is below tree fork,Seed line,Good: +/- 0.10 ft,3.9,44.66310826,-73.00802185,348.41
Lamoille River,VT,Franklin County,VTFRA33846,33846,"Downstream of VT Rt 104, Fairfax VT",44.66307665,-73.00877126,VT-011-FF-659,45682, ,Mud,Good: +/- 0.10 ft,0,44.66307665,-73.00877126,346.99
Lamoille River,VT,Franklin County,VTFRA33846,33846,"Downstream of VT Rt 104, Fairfax VT",44.66307665,-73.00877126,VT-011-FF-660,45689, ,Seed line,Good: +/- 0.10 ft,0,44.66325419,-73.00875281,346.99
Lamoille River,VT,Franklin County,VTFRA33856,33856,"Upstream of Arrow Head Lake Rd Bridge, Fairfax VT",44.67906677,-73.08040089,VT-011-MT-657,45697, ,Debris,Poor: +/- 0.40 ft,0,44.67906677,-73.08040089,294.99
Lamoille River,VT,Lamoille County,VTLAM33605,33605,"Upstream of Cambridge Junction Bridge, Cambridge VT",44.65129852,-72.8144989,VT-015-CC-235,45245,Green HWM disc on mag nail on road at covered bridge,Mud,Unknown/Historical,0,44.65132496,-72.81457726,464.41
Lamoille River,VT,Lamoille County,VTLAM33606,33606,"Cambridge Junction Road and Town Highway 25 intersection, past Lamoille Valley Rail Trail, Cambridge VT",44.65060043,-72.81469727,VT-015-CC-236,45246,Debris on tree along rail trail,Debris,Fair: +/- 0.20 ft,1.95,44.65056848,-72.81495807,464.3
Lamoille River,VT,Lamoille County,VTLAM33605,33605,"Upstream of Cambridge Junction Bridge, Cambridge VT",44.65129852,-72.8144989,VT-015-CC-237,45693, ,Wash line,Good: +/- 0.10 ft,0,44.65077891,-72.81452673,465.17
Lamoille River,VT,Lamoille County,VTLAM33607,33607,"Cambridge Junction Road and VT-109 intersection, Cambridge VT",44.65330124,-72.8125,VT-015-CC-238,45247,Green HWM disc on asphalt,Mud,Good: +/- 0.10 ft,0,44.65333499,-72.81274753,464.7
Lamoille River,VT,Lamoille County,VTLAM33611,33611,"Close to bridge on VT-15 and Gates Farm Covered Bridge, Cambridge VT",44.64670181,-72.87280273,VT-015-CC-243,45259,Stake at grade USL,Mud,Unknown/Historical,0,44.64663689,-72.87287167,451.18
Lamoille River,VT,Lamoille County,VTLAM33611,33611,"Close to bridge on VT-15 and Gates Farm Covered Bridge, Cambridge VT",44.64670181,-72.87280273,VT-015-CC-244,45262,Stake at grade DSL,Stain line,Unknown/Historical,0,44.64670651,-72.87303049,450.81
Lamoille River,VT,Lamoille County,VTLAM33613,33613,"On River Road, Cambridge VT",44.6405983,-72.92440033,VT-015-CC-246,45258,Stake at grade on south side of Cleary/River Rd,Other ,Unknown/Historical,0,44.64056853,-72.92459638,443.98
Lamoille River,VT,Lamoille County,VTLAM33675,33675,"Parking lot on Mansfield Ave, Cambridge VT",44.64419937,-72.87609863,VT-015-CC-251,45371,Sharpie line on concrete landing of post office,Other ,Excellent: +/- 0.05 ft,0.5,44.64429948,-72.87617626,451.45
Lamoille River,VT,Lamoille County,VTLAM33676,33676,"At intersection between N Main Street and VT-15, Cambridge VT",44.64500046,-72.87809753,VT-015-CC-252,45365,Sharpie line on concrete slab/sidewalk outside of church,Stain line,Unknown/Historical,1.74,44.64517252,-72.8780896,450.71
Lamoille River,VT,Lamoille County,VTLAM33677,33677,"At the intersection of Morey Road and Pumpkin Harbor Road, Jeffersonville VT",44.65359879,-72.87999725,VT-015-CC-253,45374,Green HWM disc on mud/pine needle line at grade,Mud,Good: +/- 0.10 ft,0,44.6536614,-72.8801821,450.79
Lamoille River,VT,Lamoille County,VTLAM33519,33519,"Next to Bridge 6 on Railroad Street, Johnson VT",44.63219833,-72.68530273,VT-015-JO-212,45097,USL of bridge,Wash line,Unknown/Historical,0,44.63222928,-72.68522731,500.99
Lamoille River,VT,Lamoille County,VTLAM33519,33519,"Next to Bridge 6 on Railroad Street, Johnson VT",44.63219833,-72.68530273,VT-015-JO-213,45098,"Seed line on 4"" tree, next to 2 ft diameter spruce",Seed line,Unknown/Historical,1.5,44.63229212,-72.68449689,501.12
Lamoille River,VT,Lamoille County,VTLAM33847,33847,"Downstream of Railroad St Bridge, Johnson VT",44.63250482,-72.68463915,VT-015-JO-214,45683, ,Wash line,Unknown/Historical,0,44.63250482,-72.68463915,500.24
Lamoille River,VT,Lamoille County,VTLAM33847,33847,"Downstream of Railroad St Bridge, Johnson VT",44.63250482,-72.68463915,VT-015-JO-215,45688, ,Wash line,Unknown/Historical,0,44.63244688,-72.68524804,501.33
Lamoille River,VT,Lamoille County,VTLAM33520,33520,"Downstream of bridge on Route 15, Johnson VT",44.64263157,-72.71145289,VT-015-JO-216,45108,Debris at DSL,Debris,Unknown/Historical,0,44.64263157,-72.71145289,493
Lamoille River,VT,Lamoille County,VTLAM33852,33852,"Upstream of Grand Army Republic Highway Bridge, Johnson VT",44.64246395,-72.71155383,VT-015-JO-217,45690, ,Mud,Unknown/Historical,0,44.64246395,-72.71155383,494.13
Lamoille River,VT,Lamoille County,VTLAM33521,33521,"Next to Route 15 bridge and AG Self Storage, Johnson VT",44.64250183,-72.70970154,VT-015-JO-218,45109,Lamoille River paddlers trail sign,Mud,Unknown/Historical,4.75,44.64250998,-72.70973898,494.52
Lamoille River,VT,Lamoille County,VTLAM33520,33520,"Downstream of bridge on Route 15, Johnson VT",44.64263157,-72.71145289,VT-015-JO-219,45166,Grass and mudline at grade along trail to DSR ABT,Mud,Unknown/Historical,0,44.64286396,-72.71024481,494.02
Lamoille River,VT,Lamoille County,VTLAM33603,33603,"Next to the Lamoille Valley Rail Trail, off of VT-15, Johnson VT",44.64860153,-72.74389648,VT-015-JO-233,45251,Green HWM disc on rail trail and bridge over tributary,Mud,Unknown/Historical,4,44.64868171,-72.74403479,472.42
Lamoille River,VT,Lamoille County,VTLAM33604,33604,"In front of building on Hogback Road Fork, Johnson VT",44.65299988,-72.73889923,VT-015-JO-234,45252,Green HWM disc on grass line on tree,Debris,Unknown/Historical,1.78,44.65315607,-72.73897432,473.08
Lamoille River,VT,Lamoille County,VTLAM33608,33608,"Downstream of Vermont Rote 108 bridge, across from Blackberry Hill Driver, Cambridge VT",44.65000153,-72.82969666,VT-015-JV-239,45249,Washline/mudline USR in sloped area between Rt 109 and dirt road to river,Mud,Unknown/Historical,0,44.65006018,-72.82992521,460.87
Lamoille River,VT,Lamoille County,VTLAM33609,33609,"Upstream of Vermont Rte. 108 bridge, Cambridge VT",44.64899826,-72.8309021,VT-015-JV-240,45253,Debris on side of access road to river/distillery,Debris,Unknown/Historical,0,44.64819128,-72.83050428,459.96
Lamoille River,VT,Lamoille County,VTLAM33610,33610,"Upstream of Grand Army of the Republic Highway, in front of Vermont Canoe and Kayak, Cambridge VT",44.64419937,-72.83499908,VT-015-JV-241,45255,Green HWM disc on 4x4 post for jcn. box,Mud,Unknown/Historical,3.66,44.64429576,-72.83499231,457.54
Lamoille River,VT,Lamoille County,VTLAM33854,33854,"Downstream of VT Rt 15 bridge, Jeffersonville VT",44.64388481,-72.83500806,VT-015-JV-242,45696, ,Stain line,Unknown/Historical,0,44.64388481,-72.83500806,456.2
Lamoille River,VT,Lamoille County,VTLAM33516,33516,"Across the street from the Noyes House Museum, Morristown VT",44.56169891,-72.60079956,VT-015-MO-209,45103,"USL of river. Grass, charcoal, and knot weed debris on ground",Debris,Unknown/Historical,0,44.56176279,-72.60106573,637.97
Lamoille River,VT,Lamoille County,VTLAM33517,33517,"Downstream of the bridge on Bridge Street, Morristown VT",44.56280136,-72.60169983,VT-015-MO-210,45102,Debris/wash line off short concrete wall. Paint on horizontal surface of concrete wall.,Debris,Unknown/Historical,0,44.56302377,-72.60188325,636.62
Lamoille River,VT,Lamoille County,VTLAM33518,33518,"Along Duhamel Road on the bank of the Lamoille River, Morristown VT",44.57519913,-72.61699677,VT-015-MO-211,45099,Grass on large cottonwood tree,Vegetation line,Unknown/Historical,3.95,44.57519373,-72.61685267,553.02
Lamoille River,VT,Lamoille County,VTLAM33853,33853,"Downstream of Cadys Falls Rd Bridge, Morristown VT",44.57788171,-72.61218351,VT-015-MO-220,45694, ,Wash line,Unknown/Historical,0,44.57788171,-72.61218351,559.32
Lamoille River,VT,Lamoille County,VTLAM33555,33555,"Upstream of Cadys Falls Bridge, Morristown VT",44.57780075,-72.61190033,VT-015-MO-221,45684, ,Wash line,Unknown/Historical,0,44.57795853,-72.61164715,558.46
Lamoille River,VT,Lamoille County,VTLAM33556,33556,"Upstream of a dam off of Cadys Falls Road, Morristown VT",44.57419968,-72.61190033,VT-015-MO-222,45169,Stake at USR,Wash line,Unknown/Historical,0,44.57426885,-72.61211099,586.92
Lamoille River,VT,Lamoille County,VTLAM33556,33556,"Upstream of a dam off of Cadys Falls Road, Morristown VT",44.57419968,-72.61190033,VT-015-MO-223,45172,Debris on sturdy fence at left side of weir,Debris,Unknown/Historical,3.1,44.57424206,-72.61153656,586.34
Lamoille River,VT,Lamoille County,VTLAM35321,35321,"Downstream of a dam off of Cadys Falls Road, Morristown VT",44.57419968,-72.61190033,VT-015-MO-224,45174,Wash line on ground,Wash line,Unknown/Historical,0,44.57465411,-72.61145145,570.63
Lamoille River,VT,Lamoille County,VTLAM33557,33557,"In the Sewer Department on S. River Street, Morristown VT",44.56330109,-72.60610199,VT-015-MO-225,45170,Sharpie line at debris line on fence and ground,Debris,Good: +/- 0.10 ft,5.57,44.56332311,-72.60639873,584
Lamoille River,VT,Lamoille County,VTLAM33558,33558,"Downstream of Bridge Street bridge, on S. River Street, Morristown VT",44.56470108,-72.60669708,VT-015-MO-226,45183,Erosion line at USR and debris. Stake at grade,Debris,Fair: +/- 0.20 ft,0,44.56493361,-72.60680897,590.26
Lamoille River,VT,Lamoille County,VTLAM33559,33559,"Upstream of bridge on Bridge Street, Morristown VT",44.56570053,-72.60810089,VT-015-MO-227,45722, ,Debris,Unknown/Historical,0,44.56554395,-72.60798501,589.68
Lamoille River,VT,Lamoille County,VTLAM33561,33561,"Downstream of bridge on Historic VT-100, Morristown VT",44.56330109,-72.60079956,VT-015-MO-228,45182,Wash line in knotweeds at DSR. Stake at grade,Wash line,Unknown/Historical,0,44.56344512,-72.60092658,638.9
Lamoille River,VT,Lamoille County,VTLAM33562,33562,"Upstream of bridge on Historic VT-100, Morristown VT",44.56359863,-72.59999847,VT-015-MO-229,45175,Nail/White HWM disc on 0.3 ft maple tree,Wash line,Unknown/Historical,2.35,44.56371896,-72.59997657,642.82
Lamoille River,VT,Lamoille County,VTLAM33563,33563,"Upstream of bridge on Lamoille Valley Rail Trail, Morristown VT",44.56420135,-72.6006012,VT-015-MO-230,45180,Wash line at base of 2 ft diameter sugar maple,Wash line,Unknown/Historical,0.2,44.56439822,-72.60051206,643.09
Lamoille River,VT,Lamoille County,VTLAM33564,33564,"Upstream of the Lamoille Valley Rail Trail next to Darling Road, Morristown VT",44.56389999,-72.56639862,VT-015-MO-231,45177,"Wash line at USL, stake at grade",Wash line,Unknown/Historical,0,44.56411067,-72.56650531,658.11
Lamoille River,VT,Lamoille County,VTLAM33848,33848,"Downstream of Park St Bridge, Morrisville VT",44.56435241,-72.56666431,VT-015-MO-232,45685, ,Debris,Unknown/Historical,0,44.56435241,-72.56666431,655.71
Lamoille River,VT,Lamoille County,VTLAM33515,33515,Upstream of bridge on Corley Road,44.55960083,-72.49700165,VT-015-WO-207,45095,Upstream right of Corley Rd bridge,Vegetation line,Unknown/Historical,5.4,44.55961496,-72.49690198,677.05
Lamoille River,VT,Lamoille County,VTLAM33849,33849,"Downstream of Corley Rd Bridge, Wolcott VT",44.55971469,-72.49707218,VT-015-WO-208,45691, ,Seed line,Unknown/Historical,0,44.55971469,-72.49707218,677.42
Lamoille River,VT,Lamoille County,VTLAM33678,33678,"In a parking lot between a house and a church, Wolcott VT",44.54859924,-72.46469879,VT-015-WO-254,45372,Wooden stake at grade at Wolcott Church of the Nazarene,Debris,Fair: +/- 0.20 ft,0,44.54863907,-72.46468161,687.82
Lamoille River,VT,Lamoille County,VTLAM33679,33679,"Next to the School Street bridge, Wolcott VT",44.54610062,-72.45780182,VT-015-WO-255,45369,Wooden stake on debris line on slope near USL abutment of bridge,Debris,Unknown/Historical,0,44.54609225,-72.45785968,696.64
Lamoille River,VT,Lamoille County,VTLAM33715,33715,"Along the Lamoille Valley Rail Trail, Wolcott VT",44.56150055,-72.49310303,VT-015-WO-256,45426,"HWM on vege, tree and bike path",Vegetation line,Unknown/Historical,2.15,44.5614478,-72.49304728,678.35
Lamoille River,VT,Lamoille County,VTLAM33716,33716,"Small building along VT-15, Wolcott VT",44.57320023,-72.51360321,VT-015-WO-257,45433,Paint line facing road on barn in field,Stain line,Unknown/Historical,0,44.57316386,-72.51365945,670.76
Lamoille River,VT,Lamoille County,VTLAM33717,33717,"Wolcott Fire Department, Wolcott VT",44.542099,-72.45819855,VT-015-WO-258,45431,HWM on front of station building,Debris,Unknown/Historical,1.74,44.5420359,-72.45824243,700.74
Lamoille River,VT,Lamoille County,VTLAM33718,33718,"In front of house on Flat Iron Road, Wolcott VT",44.53939819,-72.45240021,VT-015-WO-259,45437,Debris line in woods above dry well. Stake at grade,Debris,Unknown/Historical,0,44.53944201,-72.45381562,701.57
Lamoille River,VT,Lamoille County,VTLAM33719,33719,"Next to the Lamoille Valley Rail Trail, Wolcott VT",44.54069901,-72.44940186,VT-015-WO-260,45435,HWM on bike path ~200 m above Rt 15 bridge. Stake at grade,Vegetation line,Fair: +/- 0.20 ft,0,44.54072691,-72.44946521,712.19
Lamoille River,VT,Lamoille County,VTLAM33720,33720,"Upstream of VT-15 bridge, Wolcott VT",44.5345993,-72.43399811,VT-015-WO-261,45438,USR of Rt 15 bridge. Stake at grade,Wash line,Good: +/- 0.10 ft,0,44.53463397,-72.43398894,780.54
Lamoille River,VT,Lamoille County,VTLAM33851,33851,"Downstream of VT Rt 15 bridge, Wolcott VT",44.53483204,-72.4340354,VT-015-WO-262,45687, ,Debris,Unknown/Historical,0,44.53483204,-72.4340354,779.3
Lamoille River,VT,Lamoille County,VTLAM33721,33721,"Downstream of Fisher Covered Railroad bridge, Wolcott VT",44.53239822,-72.42780304,VT-015-WO-263,45439,White HWM disc on DS side of Fisher covered bridge. DSR side of barn boards on outside of bridge,Stain line,Good: +/- 0.10 ft,0,44.53241859,-72.42787062,782.52
Lamoille River,VT,Lamoille County,VTLAM33850,33850,"Upstream of Fisher Covered Railroad Bridge, Wolcott VT",44.53208574,-72.42746705,VT-015-WO-264,45686, ,Wash line,Unknown/Historical,0,44.53208574,-72.42746705,784.17
Lamoille River,VT,Lamoille County,VTLAM33725,33725,"Next to dam at Lamoille River Reservoir building, Wolcott VT",44.53730011,-72.44239807,VT-015-WO-268,45442,Stake at grade USL at weir,Other ,Good: +/- 0.10 ft,0,44.53723465,-72.44238265,769.02
Mad River,VT,Washington County,VTWAS30753,30753,"Mad River, downstream of Lovers Lane Drive bridge, Moretown, VT",44.29707,-72.700937,VT-023-MH-352,45776,Anchor bolt with pink flagging along bedrock bank between old pipeline abutments,Seed line,Poor: +/- 0.40 ft,,44.29739978,-72.70120337,453.79
Mad River,VT,Washington County,VTWAS30742,30742,"Mad River, upstream of Lovers Lane Drive bridge, Moretown, VT",44.297249,-72.701653,VT-023-MH-353,45538,Mag nail set in maple tree with pink flagging USL of bridge,Seed line,Poor: +/- 0.40 ft,0,44.29686592,-72.70194518,457.56
Mad River,VT,Washington County,VTWAS33786,33786,"On VT-100B between Freeman Hill Road and Old Gulf Road, Moretown VT",44.24549866,-72.77079773,VT-023-MN-345,45537,Anchor bolt in boulder on rocky bank across from Old Gulf Rd,Debris,Fair: +/- 0.20 ft,0,44.24549542,-72.77083261,613.83
Mad River,VT,Washington County,VTWAS30707,30707,"Mad River, downstream of Route 100B bridge, Moretown, VT",44.245748,-72.769901,VT-023-MN-346,45544,Anchor bolt in boulder ~250 ft DSR of bridge,Debris,Fair: +/- 0.20 ft,0,44.2457166,-72.7693696,608.83
Mad River,VT,Washington County,VTWAS30740,30740,"Mad River, upstream of Route 100B bridge, Moretown, VT",44.25667,-72.757174,VT-023-MN-347,45542,Mag nail set in boulder next to tree closest to bridge. DSL of bridge,Debris,Poor: +/- 0.40 ft,0,44.25654005,-72.7569582,572.87
Mad River,VT,Washington County,VTWAS30751,30751,"Mad River, downstream of Route 100B bridge near Dickerson Road,  Moretown, VT",44.25594,-72.75672,VT-023-MN-348,45535,Anchor bolt with pink flagging set horizontally in boulder on DSR bank,Debris,Poor: +/- 0.40 ft,0,44.25635393,-72.75655931,573.12
Mad River,VT,Washington County,VTWAS33787,33787,"At the intersection of Sitka Road and VT-100B, Moretown VT",44.25490189,-72.75810242,VT-023-MN-349,45539,Nail with green HWM disc set in small double trunk tree along USR bank,Debris,Unknown/Historical,0,44.25493135,-72.75816229,573.5
Mad River,VT,Washington County,VTWAS33782,33782,"Downstream of VT-100B bridge, at intersection of VT-100B and Moretown Common Road, Moretown VT",44.28590012,-72.70349884,VT-023-MN-350,45536,Anchor bolt with pink flagging set in large boulder on USR bank,Debris,Fair: +/- 0.20 ft,0,44.28588176,-72.7034554,483.63
Mad River,VT,Washington County,VTWAS33890,33890,"Downstream VT Rt 100B, Mad River, Moretown VT",44.286667,-72.703056,VT-023-MN-351,45777,Nail with green HWM disc set in large pine tree on DSR bank,Seed line,Poor: +/- 0.40 ft,,44.28658755,-72.70315445,485.96
Middle Branch Williams River,VT,Windsor County,VTWIN33570,33570,"On Pleasant Street, upstream of the bridge on Main Street, Chester VT",43.25830078,-72.58750153,VT-026-CH-535,45214,Split maple (10 inch diameter) DSL on top of cut bank near corner of apartment building,Debris,Fair: +/- 0.20 ft,3,43.25802073,-72.58679313,579.84
Middle Branch Williams River,VT,Windsor County,VTWIN33570,33570,"On Pleasant Street, upstream of the bridge on Main Street, Chester VT",43.25830078,-72.58750153,VT-027-CH-532,45206,Wash line at base of tree (13 inch diameter) DSL across the road from gas station near the confluence with Lovers Lane Brook,Wash line,Fair: +/- 0.20 ft,0,43.25829309,-72.58747966,583.6
Middle Branch Williams River,VT,Windsor County,VTWIN33929,33929,"USR VT Rt 103, Middle Branch Williams River, Chester VT",43.25851206,-72.58884231,VT-027-CH-533,45821,Large tree (25 inch diameter) USR next to Sunoco gas station,Wash line,Good: +/- 0.10 ft,2,43.25851206,-72.58884231,586.08
Middle Branch Williams River,VT,Windsor County,VTWIN33928,33928,"Upstream VT Rt 103, Middle Branch Williams River, Chester VT",43.25783408,-72.58890188,VT-027-CH-534,45822,Pine tree (12 inch diameter) USL along property line of 2homes in line with pole 3112,Wash line,Fair: +/- 0.20 ft,3,43.25783408,-72.58890188,586.74
Middlebury River,VT,Addison County,VTADD33911,33911,"Upstream Grist Mill Rd, Middlebury River, Middlebury VT",43.97075172,-73.09564919,VT-001-MG-124,45796,Wooden stake with white HWM disc 400 ft US of bridge and 20 ft from LB,Debris,Good: +/- 0.10 ft,0,43.97075172,-73.09564919,453.21
Middlebury River,VT,Addison County,VTADD30399,30399,"Middlebury River, downstream of Grist Mill Road bridge, East Middlebury, VT",43.971464,-73.097263,VT-001-MG-125,45359,Wooden stake with white HWM disc 200 ft DS of bridge and 10 ft from LB,Debris,Good: +/- 0.10 ft,0,43.97122071,-73.09746397,438.17
Middlebury River,VT,Addison County,VTADD33912,33912,"USL of Grist Mill Rd, Middlebury River, Middlebury VT",43.97149933,-73.09601579,VT-001-MG-126,45795,Wooden stake with white HWM disc facing US. 10 ft US and 10 ft from RB,Debris,Good: +/- 0.10 ft,0,43.97149933,-73.09601579,448.67
Middlebury River,VT,Addison County,VTADD30399,30399,"Middlebury River, downstream of Grist Mill Road bridge, East Middlebury, VT",43.971464,-73.097263,VT-001-MG-127,45363,Wooden stake with white HWM disc 375 ft DS and 10 ft from RB,Other,Good: +/- 0.10 ft,0,43.97140314,-73.09791747,438.57
Missisquoi River,VT,Orleans County,VTORL33628,33628,"Vermont Route 100 bridge, Westfield VT",44.83639908,-72.43360138,VT-019-LW-639,45285,Nail with white marker and orange tape on maple tree in tree cluster 50 ft DS from bridge,Seed line,Very Poor: > 0.40 ft,0,44.83635051,-72.43312124,787.62
Missisquoi River,VT,Orleans County,VTORL33630,33630,"Downstream of Veilleux Road bridge, Troy VT",44.95610046,-72.39440155,VT-019-NT-626,45289,"Nail with green marker and orange tape in maple tree with 2 ft diameter 200ft US, 100ft landward of bridge",Seed line,Fair: +/- 0.20 ft,0,44.95602512,-72.3944498,622.1
Missisquoi River,VT,Orleans County,VTORL33630,33630,"Downstream of Veilleux Road bridge, Troy VT",44.95610046,-72.39440155,VT-019-NT-627,45287,Nail with green marker and orange tape on maple tree (2 ft diameter) 350 ft US on LB. 70 ft US from one lane bridge,Seed line,Fair: +/- 0.20 ft,0,44.95584484,-72.39510034,622.33
Missisquoi River,VT,Orleans County,VTORL33631,33631,"Upstream of Veilleux Road bridge, Troy VT",44.9571991,-72.39440155,VT-019-NT-628,45292,"Nail with orange flag and green marker in maple cluster part field over cow fence. 300 ft DS, 100 ft landward of bridge",Seed line,Fair: +/- 0.20 ft,0,44.95720647,-72.39456295,621.17
Missisquoi River,VT,Orleans County,VTORL33632,33632,"Downstream of Veilleux Road bridge, Troy VT",44.9557991,-72.39330292,VT-019-NT-629,45294,"Nail with green marker and orange flag. 250 ft US, 10 ft landward, bottom of steep bank on back of maple tree (1.5 ft diameter)",Seed line,Fair: +/- 0.20 ft,0,44.95556103,-72.39320346,620.75
Missisquoi River,VT,Orleans County,VTORL33632,33632,"Downstream of Veilleux Road bridge, Troy VT",44.9557991,-72.39330292,VT-019-NT-630,45290,"Nail with green marker and orange flag. 250 ft US, ~20 ft from 629 towards river",Seed line,Fair: +/- 0.20 ft,0,44.95560187,-72.39328081,622.18
Missisquoi River,VT,Orleans County,VTORL30641,30641,"Missisquoi River, upstream of River Road bridge, North Troy, VT",44.916102,-72.395888,VT-019-NT-631,45293,"Nail with green marker and orange tape on maple tree facing river. 200 ft US, 5 ft from top of bank",Seed line,Fair: +/- 0.20 ft,0,44.91554618,-72.39599606,747.7
Missisquoi River,VT,Orleans County,VTORL30641,30641,"Missisquoi River, upstream of River Road bridge, North Troy, VT",44.916102,-72.395888,VT-019-NT-632,45295,"Nail with green marker and orange tape in silver maple (6 ft diameter). 150 ft US, 30 ft landward from bridge",Seed line,Good: +/- 0.10 ft,0,44.91577697,-72.39571197,747.55
Missisquoi River,VT,Orleans County,VTORL30640,30640,"Missisquoi River, downstream of River Road bridge, North Troy",44.916643,-72.396575,VT-019-NT-633,45291,Nail in maple tree with green marker and orange flagging. 75 ft DS LB of bridge and 50 ft from chain fence for dam,Seed line,Fair: +/- 0.20 ft,0,44.91648591,-72.39662727,745.21
Missisquoi River,VT,Orleans County,VTORL30640,30640,"Missisquoi River, downstream of River Road bridge, North Troy",44.916643,-72.396575,VT-019-NT-634,45307,Nail with green marker and orange tape on fallen tree. 100 ft DS of bridge and 50 ft from dam. Next to parking lot for dam on fallen tree,Seed line,Fair: +/- 0.20 ft,0,44.91655793,-72.39667476,744.82
Missisquoi River,VT,Orleans County,VTORL33641,33641,"Upstream of Vermont Rte. 100 bridge, across from intersection with Loop Road, Troy VT",44.90610123,-72.39579773,VT-019-TY-635,45312,"Nail in tree with white marker and orange tape. 150 ft DS, 200 ft landward from bridge on tree branch",Seed line,Very Poor: > 0.40 ft,0,44.90607618,-72.39594801,752.07
Missisquoi River,VT,Orleans County,VTORL33642,33642,"Upstream of Main Street bridge, next to Ray Hill Road, Wilmington VT",44.90499878,-72.39749908,VT-019-TY-636,45306,"Nail with white marker and orange flagging. 125 ft US from bridge, 30 ft landward in woods. Pine tree facing road with 2.5 ft diameter",Mud,Good: +/- 0.10 ft,0,44.90503798,-72.39750839,752.49
North Branch Deerfield River,VT,Windham County,VTWIN30960,30960,"North Branch Deerfield River, upstream of West Main Street bridge, Wilmington, VT",42.868792,-72.87101,VT-025-W6-543,45313,Green HWM disc and double head scre in maple tree (6 inch diameter). 15 ft from waters edge and 30 ft from CHCL,Wash line,Very Poor: > 0.40 ft,5,42.86916535,-72.8707861,1509.09
North Branch Deerfield River,VT,Windham County,VTWIN30961,30961,"North Branch Deerfield River, downstream of West Main Street bridge, Wilmington, VT",42.868086,-72.872077,VT-025-W6-544,45797,Green HWM disc and double headed nail in maple tree (30 inch diameter) 1 ft from retaining wall,Debris,Very Poor: > 0.40 ft,1,42.86846585,-72.87163932,1508.68
North Branch Deerfield River,VT,Windham County,VTWIN30960,30960,"North Branch Deerfield River, upstream of West Main Street bridge, Wilmington, VT",42.868792,-72.87101,VT-025-W6-545,45310,Wooden stake with pink flagging 179 ft from US face in line with old wooden door on building DS of church,Debris,Poor: +/- 0.40 ft,0,42.86892825,-72.8706444,1507.9
North Branch Deerfield River,VT,Windham County,VTWIN30964,30964,"North Branch Deerfield River, upstream Route 100 at the intersection of Happy Haven Road, Wilmington, VT",42.885926,-72.865078,VT-025-W6-546,45309,Green HWM disc and double headed nail streamside on telephone pole,Seed line,Fair: +/- 0.20 ft,3,42.88639756,-72.86469972,1529.75
North Branch Deerfield River,VT,Windham County,VTWIN30964,30964,"North Branch Deerfield River, upstream Route 100 at the intersection of Happy Haven Road, Wilmington, VT",42.885926,-72.865078,VT-025-W6-547,45317,"Green HWM disc and double headed nail in line telephone pole on opposite bank. 4 dead trees together HWM is on most DS one, on the DS side",Mud,Poor: +/- 0.40 ft,3.5,42.88609631,-72.86470388,1527.79
North Branch Winooski River,VT,Washington County,VTWAS33658,33658,"Upstream of the School Street bridge, behind the Unitarian Church of Montpelier, Montpelier VT",44.26150131,-72.57489777,VT-023-MM-737,45339,Sharpie on white clapboard above foundation of church behind flower bed in School St parking lot. On DS side of building 3 ft from riverward side of building,Seed line,Good: +/- 0.10 ft,1.41,44.26150665,-72.57479442,526.3
North Branch Winooski River,VT,Washington County,VTWAS33659,33659,"On State Street, near the intersection with Main Street, Montpelier VT",44.2602005,-72.57579803,VT-023-MM-738,45340,Sharpie in corner between window of 15 State St and granite wall between there and 5 State St,Mud,Good: +/- 0.10 ft,2.27,44.26024841,-72.57577905,526.46
North Branch Winooski River,VT,Washington County,VTWAS33660,33660,"Near the rotary on Main Street, Montpelier VT",44.26259995,-72.57240295,VT-023-MM-739,45347,Sharpie on US bankward side of front porch (facing Main St) of 152 Main St on the orange panel,Seed line,Fair: +/- 0.20 ft,1.7,44.26262255,-72.57240985,526.33
North Branch Winooski River,VT,Washington County,VTWAS33661,33661,"Upstream of Spring Street bridge, in parking lot of Integrative Family Medicine, Montpelier VT",44.26340103,-72.57109833,VT-023-MM-740,45350,HWM on 6th fence post away from the river at the back of parking lot,Mud,Good: +/- 0.10 ft,2.12,44.26344047,-72.57094523,526.17
North Branch Winooski River,VT,Washington County,VTWAS33662,33662,"In the Elm Street Cemetary, Montpelier VT",44.2643013,-72.57119751,VT-023-MM-741,45352,White HWM disc on US of maple tree 15 ft towards street from grave of Daniel Watrous. 6 rows of graves back from road,Mud,Good: +/- 0.10 ft,2.3,44.2642356,-72.57117423,526.41
